,0
304,3.4093681332536434
305,1.749451246235621
306,1.7610975704715544
307,2.319182701026327
308,1.7658617198806816
309,1.7610975704715544
310,2.2472468202182774
311,1.8065829254618924
312,2.2531372180801137
313,1.7715199739122245
314,2.7139217693914017
315,2.1724772555989267
316,1.939773065167486
317,2.335460064810558
318,1.6011693960978863
319,0.9997029120027816
320,2.1884214784260787
321,1.7610975704715544
322,2.107307791309884
323,0.9997029120027816
324,1.7610975704715544
325,1.6631864942589083
326,1.1755194364258803
327,1.946573278786077
328,1.749451246235621
329,1.7715199739122245
330,1.749451246235621
331,2.2472468202182774
332,1.6011693960978863
333,2.3503263798885206
334,2.178119932903209
335,2.036592135654094
336,1.939773065167486
337,2.107307791309884
338,2.107307791309884
339,1.8502243871160335
340,2.3940529607084335
341,1.328825279673109
342,1.6499871469577585
343,2.036592135654094
344,1.749451246235621
345,0.8140580405171207
346,2.6022447302943474
347,1.5656886724309724
348,2.0809357872909264
349,2.107307791309884
350,1.749451246235621
351,2.107307791309884
352,1.328825279673109
353,2.2031518810261823
354,2.036592135654094
355,1.6011693960978863
356,1.7715199739122245
357,2.6022447302943474
358,2.4843650463837044
359,1.8582757463979958
360,2.107307791309884
361,1.328825279673109
362,1.5841185558573576
363,2.1781346495124385
364,2.0252908906378515
365,1.328825279673109
366,1.7715199739122245
367,2.7139217693914017
368,1.5263746675882486
369,2.6649801887577502
370,2.283634533761157
371,3.4093681332536434
372,2.0809357872909264
373,2.3940529607084335
374,2.335460064810558
375,1.328825279673109
376,1.7678689462681434
377,1.328825279673109
378,1.328825279673109
379,2.4534140429654343
380,2.4534140429654343
381,1.8502243871160335
382,2.335460064810558
383,2.178119932903209
384,2.0319979572459923
385,1.7610975704715544
386,2.3940529607084335
387,1.7715199739122245
388,1.3864191542174453
389,1.7045196692463696
390,1.7610975704715544
391,2.03058936219891
392,1.8065829254618924
393,1.7715199739122245
394,2.3503263798885206
395,2.2472468202182774
396,2.319182701026327
397,1.6857436419657326
398,1.6631455299862241
399,1.3864191542174453
